CREATOR DATABASE — SPECIFIC GMV STRATEGY ANALYSIS
Generated: 29/08/2026 10:46:20 WIB
Timezone for daily reporting: Indonesia/WIB (Asia/Jakarta)
Functional strategy change (STRATEGY_CHANGE_TIME): 26/08/2026 12:45:35 WIB / 2026-08-26T05:45:35.507Z
Durable evidence: GMV_ALL_DISABLED_BY_STRATEGY event at 05:45:35.507 UTC, followed by the first specific-GMV partition start at 05:46:05.959 UTC. Migration seeds (21,800) were materialized earlier at 05:06:28.942 UTC; 5,456 GMV-All partitions are retained disabled history.
Scope: read-only snapshot; main page metrics use COMMITTED receipts so uncommitted/staged pages do not inflate discovery results. Marketplace attempt outcomes are event-derived (success + throttle + error).

============================================================
EXECUTIVE SUMMARY
============================================================
Post-change committed window: 26/08/2026 12:45:35 WIB to 29/08/2026 10:41:51 WIB (69h 56m calendar; 63h 22m active-runtime estimate).
Post-change: 23,488 new creators from 66,114 returned rows / 3,347 committed pages; unique 35.5%, duplicate 64.5%; 8,060.2 new/day calendar and 8,897.1 new/day active runtime.
Matched old GMV-All window: 23/08/2026 14:49:19 WIB to 26/08/2026 12:45:35 WIB; 10,034 new creators; unique 33.4%; 3,443.3 calendar new/day and 7,785.9 active-runtime new/day.
Current best observed GMV efficiency by new/page: G1 Low (8.72 new/page). Evidence is early and execution-order-confounded.
Conclusion: SUPPORTED — removing GMV All improved/changed the observed matched-period new/page rate by +5.7% and unique rate by +2.1 pp; rate conclusions retain active-time and ordering limitations below.

============================================================
BEFORE VS AFTER — MATCHED WINDOWS
============================================================
Metric                      Old GMV All       Specific GMV      Change          
--------------------------  ----------------  ----------------  ----------------
Committed successful page…  1,512             3,347             +121.4%         
Marketplace attempts        18,540            28,905            +55.9%          
Rows returned               30,026            66,114            +120.2%         
New unique creators         10,034            23,488            +134.1%         
Unique rate                 33.4%             35.5%             +2.1 pp         
Duplicate rate              66.6%             64.5%             -2.1 pp         
New / page                  6.64              7.02              +5.7%           
New / attempt               0.54              0.81              +50.1%          
New / hour calendar         143.47            335.84            +134.1%         
New / hour active           324.41            370.71            +14.3%          
New / day calendar          3,443.29          8,060.18          +134.1%         
New / day active            7,785.85          8,897.06          +14.3%          
Throttle %                  90.7%             87.7%             -3.1 pp         
Strict 24h before vs first 24h after:
Metric                    24h before        First 24h after     Change          
------------------------  ----------------  ------------------  ----------------
New creators              2,074             7,525               +262.8%         
Unique rate               37.6%             40.3%               +2.8 pp         
New/page                  7.43              7.91                +6.4%           
New/day calendar          2,074.00          7,525.00            +262.8%         
Historical GMV-All baseline (all durable executed GMV-All partitions, not time-matched): 95,544 new from 272,741 rows / 13,851 pages; unique 35.0%, new/page 6.90. It is contextual only, not used as the causal matched comparison.

============================================================
DAILY FETCH RATE (WIB)
============================================================
Date           Active     Pages   Attempt…  Rows     New      Dup      Unique    Dup %     Throttl…  Thr %     New/Page   New/Hr    New/Day  
-------------  ---------  ------  --------  -------  -------  -------  --------  --------  --------  --------  ---------  --------  ---------
2026-08-26*    11h 14m    379     4,292     7,362    3,945    3,417    53.6%     46.4%     3,881     90.4%     10.41      351.31    8,431.56 
2026-08-27     21h 20m    797     9,093     15,701   4,689    11,012   29.9%     70.1%     8,266     90.9%     5.88       219.72    5,273.40 
2026-08-28     20h 4m     1,341   10,027    26,549   8,808    17,741   33.2%     66.8%     8,616     85.9%     6.57       438.85    10,532.4…
2026-08-29*    10h 42m    830     5,493     16,502   6,046    10,456   36.6%     63.4%     4,581     83.4%     7.28       565.19    13,564.4…
* PARTIAL DAY. Rates are normalized to its observed calendar/active span, not presented as a full 24-hour count.
Most recent complete 24h ending 29/08/2026 10:41:51 WIB: 13,268 new; 13,268.0 calendar new/day; 13,932.5 active-runtime new/day.

============================================================
GMV PERFORMANCE — POST CHANGE
============================================================
GMV             Partition…  Pages    Attempts   Rows      New       Dup       Unique %   Dup %     Rows/Pg   New/Pg    New/Attemp…  New share   Attempt s…
--------------  ----------  -------  ---------  --------  --------  --------  ---------  --------  --------  --------  -----------  ----------  ----------  -----------
G1 Low          85          1,697    14,265     33,455    14,790    18,665    44.2%      55.8%     19.71     8.72      1.04         63.0%       49.4%     
G2 Medium       62          1,113    9,156      22,095    7,386     14,709    33.4%      66.6%     19.85     6.64      0.81         31.4%       31.7%     
G3 High         30          499      5,025      9,934     1,308     8,626     13.2%      86.8%     19.91     2.62      0.26         5.6%        17.4%     
G4 Very High    13          38       459        630       4         626       0.6%       99.4%     16.58     0.11      0.01         0.0%        1.6%      

============================================================
FOLLOWER RANGE PERFORMANCE — EXACT OBSERVED RANGES
============================================================
Follower range        Pages    Attempts   Rows      New       Dup       Unique %   Dup %     New/Page   New/Attemp…  Share new 
Perlengkapan Rumah → Home Organizer | 3,000–3,124 | G1 Low | 20 | 178 | 400 | 184 | 216 | 54.00% | 46.00% | 9.2000 | 28/08/2026 13:23:31 WIB | 28/08/2026 13:45:00 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,124 | G2 Medium | 20 | 70 | 400 | 197 | 203 | 50.75% | 49.25% | 9.8500 | 28/08/2026 18:29:11 WIB | 28/08/2026 18:37:41 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,124 | G3 High | 12 | 95 | 233 | 17 | 216 | 92.70% | 7.30% | 1.4167 | 29/08/2026 00:05:25 WIB | 29/08/2026 00:14:13 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,249 | G1 Low | 20 | 126 | 400 | 170 | 230 | 57.50% | 42.50% | 8.5000 | 28/08/2026 11:08:13 WIB | 28/08/2026 11:32:41 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,249 | G2 Medium | 20 | 161 | 400 | 195 | 205 | 51.25% | 48.75% | 9.7500 | 28/08/2026 17:21:48 WIB | 28/08/2026 17:36:28 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,249 | G3 High | 20 | 107 | 400 | 152 | 248 | 62.00% | 38.00% | 7.6000 | 28/08/2026 23:27:56 WIB | 28/08/2026 23:40:21 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,499 | G1 Low | 20 | 199 | 400 | 190 | 210 | 52.50% | 47.50% | 9.5000 | 28/08/2026 10:32:04 WIB | 28/08/2026 11:07:22 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,499 | G2 Medium | 20 | 296 | 400 | 172 | 228 | 57.00% | 43.00% | 8.6000 | 28/08/2026 14:14:31 WIB | 28/08/2026 14:44:24 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,499 | G3 High | 20 | 114 | 400 | 55 | 345 | 86.25% | 13.75% | 2.7500 | 28/08/2026 18:38:00 WIB | 28/08/2026 18:49:27 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,999 | G1 Low | 21 | 309 | 401 | 267 | 134 | 33.42% | 66.58% | 12.7143 | 28/08/2026 08:35:43 WIB | 28/08/2026 09:07:30 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,999 | G2 Medium | 20 | 234 | 400 | 243 | 157 | 39.25% | 60.75% | 12.1500 | 28/08/2026 12:33:57 WIB | 28/08/2026 12:58:31 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,999 | G3 High | 20 | 80 | 400 | 37 | 363 | 90.75% | 9.25% | 1.8500 | 28/08/2026 16:32:45 WIB | 28/08/2026 16:42:50 WIB
Perlengkapan Rumah → Home Organizer | 3,000–3,999 | G4 Very High | 5 | 10 | 98 | 0 | 98 | 100.00% | 0.00% | 0.0000 | 28/08/2026 17:50:47 WIB | 28/08/2026 17:51:55 WIB
Perlengkapan Rumah → Home Organizer | 3,125–3,249 | G1 Low | 20 | 274 | 400 | 213 | 187 | 46.75% | 53.25% | 10.6500 | 28/08/2026 13:50:42 WIB | 28/08/2026 14:13:49 WIB
Perlengkapan Rumah → Home Organizer | 3,125–3,249 | G2 Medium | 20 | 23 | 400 | 195 | 205 | 51.25% | 48.75% | 9.7500 | 28/08/2026 18:49:43 WIB | 28/08/2026 18:54:58 WIB
Perlengkapan Rumah → Home Organizer | 3,125–3,249 | G3 High | 10 | 51 | 198 | 6 | 192 | 96.97% | 3.03% | 0.6000 | 29/08/2026 00:14:30 WIB | 29/08/2026 00:19:37 WIB
Perlengkapan Rumah → Home Organizer | 3,250–3,374 | G1 Low | 20 | 322 | 400 | 180 | 220 | 55.00% | 45.00% | 9.0000 | 28/08/2026 11:57:49 WIB | 28/08/2026 12:32:20 WIB
Perlengkapan Rumah → Home Organizer | 3,250–3,374 | G2 Medium | 20 | 279 | 400 | 205 | 195 | 48.75% | 51.25% | 10.2500 | 28/08/2026 17:52:12 WIB | 28/08/2026 18:15:24 WIB
Perlengkapan Rumah → Home Organizer | 3,250–3,499 | G1 Low | 20 | 145 | 400 | 215 | 185 | 46.25% | 53.75% | 10.7500 | 28/08/2026 11:34:02 WIB | 28/08/2026 11:56:20 WIB
Perlengkapan Rumah → Home Organizer | 3,250–3,499 | G2 Medium | 20 | 119 | 400 | 200 | 200 | 50.00% | 50.00% | 10.0000 | 28/08/2026 17:36:45 WIB | 28/08/2026 17:50:36 WIB
Perlengkapan Rumah → Home Organizer | 3,250–3,499 | G3 High | 18 | 108 | 350 | 154 | 196 | 56.00% | 44.00% | 8.5556 | 28/08/2026 23:53:24 WIB | 29/08/2026 00:05:04 WIB
Perlengkapan Rumah → Home Organizer | 3,375–3,499 | G1 Low | 20 | 209 | 400 | 219 | 181 | 45.25% | 54.75% | 10.9500 | 28/08/2026 12:59:15 WIB | 28/08/2026 13:22:30 WIB
Perlengkapan Rumah → Home Organizer | 3,375–3,499 | G2 Medium | 20 | 141 | 400 | 187 | 213 | 53.25% | 46.75% | 9.3500 | 28/08/2026 18:15:43 WIB | 28/08/2026 18:28:57 WIB
Perlengkapan Rumah → Home Organizer | 3,500–3,624 | G1 Low | 21 | 56 | 401 | 96 | 305 | 76.06% | 23.94% | 4.5714 | 28/08/2026 16:59:11 WIB | 28/08/2026 17:10:10 WIB
Perlengkapan Rumah → Home Organizer | 3,500–3,624 | G2 Medium | 18 | 20 | 360 | 53 | 307 | 85.28% | 14.72% | 2.9444 | 28/08/2026 20:27:51 WIB | 28/08/2026 20:33:07 WIB
Perlengkapan Rumah → Home Organizer | 3,500–3,749 | G1 Low | 21 | 267 | 401 | 64 | 337 | 84.04% | 15.96% | 3.0476 | 28/08/2026 14:46:38 WIB | 28/08/2026 16:16:28 WIB
Perlengkapan Rumah → Home Organizer | 3,500–3,749 | G2 Medium | 20 | 106 | 400 | 42 | 358 | 89.50% | 10.50% | 2.1000 | 28/08/2026 19:18:21 WIB | 28/08/2026 19:29:08 WIB
Perlengkapan Rumah → Home Organizer | 3,500–3,999 | G1 Low | 21 | 523 | 401 | 64 | 337 | 84.04% | 15.96% | 3.0476 | 28/08/2026 09:44:05 WIB | 28/08/2026 10:30:21 WIB
Perlengkapan Rumah → Home Organizer | 3,500–3,999 | G2 Medium | 20 | 77 | 400 | 54 | 346 | 86.50% | 13.50% | 2.7000 | 28/08/2026 17:10:34 WIB | 28/08/2026 17:21:17 WIB
Perlengkapan Rumah → Home Organizer | 3,500–3,999 | G3 High | 20 | 45 | 400 | 39 | 361 | 90.25% | 9.75% | 1.9500 | 28/08/2026 23:10:49 WIB | 28/08/2026 23:18:46 WIB
Perlengkapan Rumah → Home Organizer | 3,625–3,749 | G1 Low | 20 | 79 | 400 | 107 | 293 | 73.25% | 26.75% | 5.3500 | 28/08/2026 18:55:18 WIB | 28/08/2026 19:06:21 WIB
Perlengkapan Rumah → Home Organizer | 3,625–3,749 | G2 Medium | 19 | 44 | 362 | 42 | 320 | 88.40% | 11.60% | 2.2105 | 28/08/2026 20:42:23 WIB | 28/08/2026 20:49:00 WIB
Perlengkapan Rumah → Home Organizer | 3,750–3,874 | G1 Low | 5 | 15 | 80 | 27 | 53 | 66.25% | 33.75% | 5.4000 | 28/08/2026 16:43:25 WIB | 28/08/2026 16:46:59 WIB
Perlengkapan Rumah → Home Organizer | 3,750–3,874 | G2 Medium | 16 | 162 | 319 | 33 | 286 | 89.66% | 10.34% | 2.0625 | 28/08/2026 19:48:59 WIB | 28/08/2026 20:02:53 WIB
Perlengkapan Rumah → Home Organizer | 3,750–3,999 | G1 Low | 20 | 146 | 400 | 71 | 329 | 82.25% | 17.75% | 3.5500 | 28/08/2026 16:20:58 WIB | 28/08/2026 16:32:22 WIB
Perlengkapan Rumah → Home Organizer | 3,750–3,999 | G2 Medium | 20 | 216 | 400 | 59 | 341 | 85.25% | 14.75% | 2.9500 | 28/08/2026 19:29:33 WIB | 28/08/2026 19:48:19 WIB
Perlengkapan Rumah → Home Organizer | 3,875–3,999 | G1 Low | 20 | 85 | 400 | 96 | 304 | 76.00% | 24.00% | 4.8000 | 28/08/2026 16:47:45 WIB | 28/08/2026 16:58:53 WIB
Perlengkapan Rumah → Home Organizer | 3,875–3,999 | G2 Medium | 16 | 137 | 310 | 34 | 276 | 89.03% | 10.97% | 2.1250 | 28/08/2026 20:15:21 WIB | 28/08/2026 20:27:34 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,124 | G1 Low | 20 | 58 | 400 | 196 | 204 | 51.00% | 49.00% | 9.8000 | 28/08/2026 22:14:04 WIB | 28/08/2026 22:23:00 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,124 | G2 Medium | 15 | 25 | 290 | 89 | 201 | 69.31% | 30.69% | 5.9333 | 28/08/2026 23:04:34 WIB | 28/08/2026 23:09:48 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,249 | G1 Low | 20 | 86 | 400 | 172 | 228 | 57.00% | 43.00% | 8.6000 | 28/08/2026 20:55:56 WIB | 28/08/2026 21:05:56 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,249 | G2 Medium | 20 | 34 | 400 | 182 | 218 | 54.50% | 45.50% | 9.1000 | 28/08/2026 22:37:50 WIB | 28/08/2026 22:45:09 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,499 | G1 Low | 20 | 34 | 400 | 174 | 226 | 56.50% | 43.50% | 8.7000 | 28/08/2026 20:49:22 WIB | 28/08/2026 20:55:39 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,499 | G2 Medium | 20 | 52 | 400 | 168 | 232 | 58.00% | 42.00% | 8.4000 | 28/08/2026 21:06:13 WIB | 28/08/2026 21:14:04 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,499 | G3 High | 20 | 85 | 400 | 67 | 333 | 83.25% | 16.75% | 3.3500 | 29/08/2026 06:16:46 WIB | 29/08/2026 06:35:01 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,999 | G1 Low | 20 | 94 | 400 | 278 | 122 | 30.50% | 69.50% | 13.9000 | 28/08/2026 19:07:09 WIB | 28/08/2026 19:18:03 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,999 | G2 Medium | 20 | 67 | 400 | 238 | 162 | 40.50% | 59.50% | 11.9000 | 28/08/2026 20:33:23 WIB | 28/08/2026 20:42:08 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,999 | G3 High | 20 | 61 | 400 | 32 | 368 | 92.00% | 8.00% | 1.6000 | 28/08/2026 21:41:30 WIB | 28/08/2026 21:57:29 WIB
Perlengkapan Rumah → Home Organizer | 4,000–4,999 | G4 Very High | 4 | 4 | 80 | 0 | 80 | 100.00% | 0.00% | 0.0000 | 28/08/2026 22:53:16 WIB | 28/08/2026 22:53:52 WIB
Perlengkapan Rumah → Home Organizer | 4,125–4,249 | G1 Low | 20 | 25 | 400 | 202 | 198 | 49.50% | 50.50% | 10.1000 | 28/08/2026 22:23:18 WIB | 28/08/2026 22:30:03 WIB
Perlengkapan Rumah → Home Organizer | 4,125–4,249 | G2 Medium | 16 | 57 | 309 | 104 | 205 | 66.34% | 33.66% | 6.5000 | 28/08/2026 23:19:15 WIB | 28/08/2026 23:26:59 WIB
Perlengkapan Rumah → Home Organizer | 4,250–4,374 | G1 Low | 20 | 81 | 400 | 201 | 199 | 49.75% | 50.25% | 10.0500 | 28/08/2026 21:27:27 WIB | 28/08/2026 21:41:03 WIB
Perlengkapan Rumah → Home Organizer | 4,250–4,374 | G2 Medium | 13 | 15 | 252 | 41 | 211 | 83.73% | 16.27% | 3.1538 | 28/08/2026 22:54:26 WIB | 28/08/2026 22:58:20 WIB
Perlengkapan Rumah → Home Organizer | 4,250–4,499 | G1 Low | 20 | 118 | 400 | 216 | 184 | 46.00% | 54.00% | 10.8000 | 28/08/2026 21:14:26 WIB | 28/08/2026 21:27:11 WIB
Perlengkapan Rumah → Home Organizer | 4,250–4,499 | G2 Medium | 20 | 34 | 400 | 213 | 187 | 46.75% | 53.25% | 10.6500 | 28/08/2026 22:45:27 WIB | 28/08/2026 22:53:05 WIB
Perlengkapan Rumah → Home Organizer | 4,375–4,499 | G1 Low | 20 | 65 | 400 | 191 | 209 | 52.25% | 47.75% | 9.5500 | 28/08/2026 21:58:18 WIB | 28/08/2026 22:13:48 WIB
Perlengkapan Rumah → Home Organizer | 4,375–4,499 | G2 Medium | 12 | 34 | 235 | 44 | 191 | 81.28% | 18.72% | 3.6667 | 28/08/2026 22:58:39 WIB | 28/08/2026 23:04:02 WIB
Perlengkapan Rumah → Home Organizer | 4,500–4,624 | G1 Low | 20 | 123 | 399 | 89 | 310 | 77.69% | 22.31% | 4.4500 | 29/08/2026 01:03:01 WIB | 29/08/2026 01:15:01 WIB
Perlengkapan Rumah → Home Organizer | 4,500–4,624 | G2 Medium | 12 | 132 | 226 | 4 | 222 | 98.23% | 1.77% | 0.3333 | 29/08/2026 03:13:44 WIB | 29/08/2026 03:24:00 WIB
Perlengkapan Rumah → Home Organizer | 4,500–4,749 | G1 Low | 20 | 53 | 399 | 91 | 308 | 77.19% | 22.81% | 4.5500 | 29/08/2026 00:30:23 WIB | 29/08/2026 00:38:02 WIB
Perlengkapan Rumah → Home Organizer | 4,500–4,749 | G2 Medium | 20 | 115 | 400 | 79 | 321 | 80.25% | 19.75% | 3.9500 | 29/08/2026 02:32:08 WIB | 29/08/2026 02:43:48 WIB
Perlengkapan Rumah → Home Organizer | 4,500–4,999 | G1 Low | 20 | 115 | 400 | 66 | 334 | 83.50% | 16.50% | 3.3000 | 28/08/2026 20:04:01 WIB | 28/08/2026 20:14:45 WIB
Perlengkapan Rumah → Home Organizer | 4,500–4,999 | G2 Medium | 20 | 24 | 400 | 54 | 346 | 86.50% | 13.50% | 2.7000 | 28/08/2026 22:30:21 WIB | 28/08/2026 22:37:16 WIB
Perlengkapan Rumah → Home Organizer | 4,500–4,999 | G3 High | 20 | 256 | 400 | 53 | 347 | 86.75% | 13.25% | 2.6500 | 29/08/2026 08:22:35 WIB | 29/08/2026 08:40:28 WIB
Perlengkapan Rumah → Home Organizer | 4,625–4,749 | G1 Low | 20 | 177 | 400 | 118 | 282 | 70.50% | 29.50% | 5.9000 | 29/08/2026 01:15:21 WIB | 29/08/2026 01:31:31 WIB
Perlengkapan Rumah → Home Organizer | 4,625–4,749 | G2 Medium | 12 | 84 | 225 | 8 | 217 | 96.44% | 3.56% | 0.6667 | 29/08/2026 03:24:16 WIB | 29/08/2026 03:35:48 WIB
Perlengkapan Rumah → Home Organizer | 4,750–4,874 | G1 Low | 20 | 436 | 400 | 107 | 293 | 73.25% | 26.75% | 5.3500 | 29/08/2026 01:31:50 WIB | 29/08/2026 02:05:08 WIB
Perlengkapan Rumah → Home Organizer | 4,750–4,999 | G1 Low | 20 | 135 | 400 | 74 | 326 | 81.50% | 18.50% | 3.7000 | 29/08/2026 00:38:19 WIB | 29/08/2026 00:51:29 WIB
Perlengkapan Rumah → Home Organizer | 4,750–4,999 | G2 Medium | 20 | 181 | 396 | 75 | 321 | 81.06% | 18.94% | 3.7500 | 29/08/2026 02:56:41 WIB | 29/08/2026 03:13:06 WIB
Perlengkapan Rumah → Home Organizer | 4,875–4,999 | G1 Low | 20 | 168 | 400 | 119 | 281 | 70.25% | 29.75% | 5.9500 | 29/08/2026 02:16:03 WIB | 29/08/2026 02:31:48 WIB
Perlengkapan Rumah → Home Organizer | 5,000–5,312 | G1 Low | 20 | 194 | 400 | 167 | 233 | 58.25% | 41.75% | 8.3500 | 29/08/2026 07:57:57 WIB | 29/08/2026 08:16:54 WIB
Perlengkapan Rumah → Home Organizer | 5,000–5,624 | G1 Low | 20 | 49 | 400 | 216 | 184 | 46.00% | 54.00% | 10.8000 | 29/08/2026 06:35:29 WIB | 29/08/2026 06:46:05 WIB
Perlengkapan Rumah → Home Organizer | 5,000–6,249 | G1 Low | 20 | 83 | 400 | 187 | 213 | 53.25% | 46.75% | 9.3500 | 29/08/2026 00:20:03 WIB | 29/08/2026 00:29:46 WIB
Perlengkapan Rumah → Home Organizer | 5,000–6,249 | G2 Medium | 20 | 93 | 400 | 165 | 235 | 58.75% | 41.25% | 8.2500 | 29/08/2026 02:05:24 WIB | 29/08/2026 02:15:45 WIB
Perlengkapan Rumah → Home Organizer | 5,000–7,499 | G1 Low | 21 | 98 | 401 | 391 | 10 | 2.49% | 97.51% | 18.6190 | 28/08/2026 23:41:02 WIB | 28/08/2026 23:52:52 WIB
Perlengkapan Rumah → Home Organizer | 5,000–7,499 | G2 Medium | 20 | 107 | 400 | 370 | 30 | 7.50% | 92.50% | 18.5000 | 29/08/2026 00:51:46 WIB | 29/08/2026 01:02:44 WIB
Perlengkapan Rumah → Home Organizer | 5,000–7,499 | G3 High | 20 | 121 | 400 | 31 | 369 | 92.25% | 7.75% | 1.5500 | 29/08/2026 02:44:07 WIB | 29/08/2026 02:56:21 WIB
Perlengkapan Rumah → Home Organizer | 5,000–7,499 | G4 Very High | 10 | 29 | 187 | 0 | 187 | 100.00% | 0.00% | 0.0000 | 29/08/2026 04:23:37 WIB | 29/08/2026 04:29:31 WIB
Perlengkapan Rumah → Home Organizer | 5,313–5,468 | G1 Low | 20 | 210 | 400 | 201 | 199 | 49.75% | 50.25% | 10.0500 | 29/08/2026 09:57:43 WIB | 29/08/2026 10:18:47 WIB
Perlengkapan Rumah → Home Organizer | 5,313–5,624 | G1 Low | 20 | 92 | 400 | 225 | 175 | 43.75% | 56.25% | 11.2500 | 29/08/2026 08:40:50 WIB | 29/08/2026 08:52:50 WIB
Perlengkapan Rumah → Home Organizer | 5,469–5,624 | G1 Low | 20 | 137 | 400 | 199 | 201 | 50.25% | 49.75% | 9.9500 | 29/08/2026 10:19:10 WIB | 29/08/2026 10:35:41 WIB
Perlengkapan Rumah → Home Organizer | 5,625–5,937 | G1 Low | 20 | 120 | 400 | 200 | 200 | 50.00% | 50.00% | 10.0000 | 29/08/2026 07:20:09 WIB | 29/08/2026 07:38:49 WIB
Perlengkapan Rumah → Home Organizer | 5,625–6,249 | G1 Low | 20 | 39 | 400 | 263 | 137 | 34.25% | 65.75% | 13.1500 | 29/08/2026 06:46:27 WIB | 29/08/2026 06:58:16 WIB
Perlengkapan Rumah → Home Organizer | 5,938–6,249 | G1 Low | 20 | 183 | 400 | 200 | 200 | 50.00% | 50.00% | 10.0000 | 29/08/2026 07:39:10 WIB | 29/08/2026 07:57:29 WIB
Perlengkapan Rumah → Home Organizer | 6,250–6,562 | G1 Low | 20 | 84 | 399 | 197 | 202 | 50.63% | 49.37% | 9.8500 | 29/08/2026 08:53:10 WIB | 29/08/2026 09:04:29 WIB
Perlengkapan Rumah → Home Organizer | 6,250–6,562 | G2 Medium | 16 | 31 | 316 | 104 | 212 | 67.09% | 32.91% | 6.5000 | 29/08/2026 04:41:31 WIB | 29/08/2026 04:47:42 WIB
Perlengkapan Rumah → Home Organizer | 6,250–6,874 | G1 Low | 20 | 34 | 400 | 179 | 221 | 55.25% | 44.75% | 8.9500 | 29/08/2026 04:58:50 WIB | 29/08/2026 05:05:09 WIB
Perlengkapan Rumah → Home Organizer | 6,250–6,874 | G2 Medium | 20 | 157 | 400 | 176 | 224 | 56.00% | 44.00% | 8.8000 | 29/08/2026 03:59:56 WIB | 29/08/2026 04:14:48 WIB
Perlengkapan Rumah → Home Organizer | 6,250–7,499 | G1 Low | 20 | 88 | 400 | 262 | 138 | 34.50% | 65.50% | 13.1000 | 29/08/2026 04:48:07 WIB | 29/08/2026 04:58:33 WIB
Perlengkapan Rumah → Home Organizer | 6,250–7,499 | G2 Medium | 20 | 137 | 400 | 240 | 160 | 40.00% | 60.00% | 12.0000 | 29/08/2026 03:37:38 WIB | 29/08/2026 03:57:44 WIB
Perlengkapan Rumah → Home Organizer | 6,563–6,874 | G1 Low | 20 | 317 | 400 | 205 | 195 | 48.75% | 51.25% | 10.2500 | 29/08/2026 09:33:41 WIB | 29/08/2026 09:56:57 WIB
Perlengkapan Rumah → Home Organizer | 6,563–6,874 | G2 Medium | 15 | 105 | 290 | 97 | 193 | 66.55% | 33.45% | 6.4667 | 29/08/2026 06:03:55 WIB | 29/08/2026 06:14:41 WIB
Perlengkapan Rumah → Home Organizer | 6,875–7,187 | G1 Low | 20 | 78 | 400 | 189 | 211 | 52.75% | 47.25% | 9.4500 | 29/08/2026 05:35:25 WIB | 29/08/2026 05:45:09 WIB
Perlengkapan Rumah → Home Organizer | 6,875–7,187 | G2 Medium | 13 | 26 | 256 | 51 | 205 | 80.08% | 19.92% | 3.9231 | 29/08/2026 04:29:47 WIB | 29/08/2026 04:35:18 WIB
Perlengkapan Rumah → Home Organizer | 6,875–7,499 | G1 Low | 20 | 143 | 400 | 216 | 184 | 46.00% | 54.00% | 10.8000 | 29/08/2026 05:05:45 WIB | 29/08/2026 05:20:08 WIB
Perlengkapan Rumah → Home Organizer | 6,875–7,499 | G2 Medium | 20 | 24 | 400 | 215 | 185 | 46.25% | 53.75% | 10.7500 | 29/08/2026 04:15:04 WIB | 29/08/2026 04:23:24 WIB
Perlengkapan Rumah → Home Organizer | 7,188–7,499 | G1 Low | 20 | 96 | 400 | 208 | 192 | 48.00% | 52.00% | 10.4000 | 29/08/2026 05:46:51 WIB | 29/08/2026 06:03:35 WIB
Perlengkapan Rumah → Home Organizer | 7,188–7,499 | G2 Medium | 12 | 48 | 228 | 29 | 199 | 87.28% | 12.72% | 2.4167 | 29/08/2026 04:35:50 WIB | 29/08/2026 04:41:14 WIB
Perlengkapan Rumah → Home Organizer | 7,500–8,749 | G1 Low | 7 | 22 | 140 | 29 | 111 | 79.29% | 20.71% | 4.1429 | 29/08/2026 10:36:21 WIB | 29/08/2026 10:41:51 WIB
Perlengkapan Rumah → Home Organizer | 7,500–9,999 | G1 Low | 20 | 85 | 400 | 123 | 277 | 69.25% | 30.75% | 6.1500 | 29/08/2026 05:21:13 WIB | 29/08/2026 05:33:08 WIB
Perlengkapan Rumah → Home Organizer | 7,500–9,999 | G2 Medium | 20 | 224 | 400 | 80 | 320 | 80.00% | 20.00% | 4.0000 | 29/08/2026 06:58:53 WIB | 29/08/2026 07:19:41 WIB
Perlengkapan Rumah → Home Organizer | 7,500–9,999 | G3 High | 20 | 213 | 400 | 20 | 380 | 95.00% | 5.00% | 1.0000 | 29/08/2026 09:04:56 WIB | 29/08/2026 09:25:00 WIB
Perlengkapan Rumah → Perlengkapan Rumah Lainnya | 7,500–7,656 | G1 Low | 20 | 137 | 400 | 276 | 124 | 31.00% | 69.00% | 13.8000 | 26/08/2026 19:13:32 WIB | 26/08/2026 19:46:36 WIB
Perlengkapan Rumah → Perlengkapan Rumah Lainnya | 7,500–7,656 | G2 Medium | 6 | 10 | 116 | 29 | 87 | 75.00% | 25.00% | 4.8333 | 26/08/2026 16:27:39 WIB | 26/08/2026 16:30:36 WIB
Perlengkapan Rumah → Perlengkapan Rumah Lainnya | 7,500–7,656 | G3 High | 3 | 167 | 58 | 7 | 51 | 87.93% | 12.07% | 2.3333 | 26/08/2026 14:58:33 WIB | 26/08/2026 15:02:07 WIB
